description_id,sentence,cluster,cluster_type,n_tokens
2,"Fieldwork will be carried out as part of the course, and this will feed in to the written exams.",18,logistics,21
2,Key topics within the specification include: ,16,logistics,8
2,The influence of people on their surroundings ,11,transferable,8
2,Where different geographical features are located in the world ,7,motivation,10
2,Using maps to describe and explain patterns  Understanding local geographical features ,7,motivation,13
2,The impact of volcanoes and earthquakes  Possible consequences of global warming  Problems associated with an increase in the global population ,1,content,23
2,The increasing use of the world’s resources,4,content,8
2,The course is assessed through three exam papers  Paper 1: Global Geographical Issues (37.5% of GCSE) 1 hr 30 minutes  Paper 2: UK Geographical Issues (37.5% of GCSE) 1 hr 30 minutes  Paper 3: People & Environment Issues (25% of GCSE) 1 hr 30 minutes,15,logistics,60
3,Aims of the Course GCSE Geography offers students the opportunity to study aspects of both the physical and human world and their associated processes.,3,logistics,25
3,"The course aims to make students of Geography effective and independent learners, critical and reflective with enquiring minds.",7,motivation,20
3,We develop a knowledge and understanding of geographical concepts and the relevance of these concepts to our changing world.,7,motivation,20
3,"We explore the differences and similarities between people’s views of the world, its environments, societies and cultures.",11,transferable,21
3,We also strive to understand the significance of values and attitudes towards the development and resolution of issues.,11,transferable,19
3,Our students apply their learning to the real world through fieldwork and other out of classroom activities.,10,content,18
3,Course Content Unit 1: Living with the Physical Environment,6,content,10
3,This unit is concerned with the dynamic nature of physical processes and systems.,13,content,14
3,We also explore the human interaction within them.,11,transferable,9
3,"We develop an understanding of the tectonic, geomorphological, biological and meteorological processes and features in different environments.",1,content,20
3,We then look at the need for management strategies within these and consider the direct and indirect effects of human interaction with the Earth and the atmosphere.,14,content,28
3,"The challenges of natural hazards Earthquakes, Volcanoes, Tropical Storms, Extreme Weather in the UK and Climate Change ▪ The living world Ecosystems, Tropical Rainforest and Hot Environments ▪ Physical landscapes UK Physical Landscapes, Coasts and Rivers Unit 2:",1,content,44
3,Challenges in the Human Environment,6,content,5
3,"This unit is concerned with human processes, systems and outcomes and how these change both spatially and temporally.",14,content,20
3,We study a variety of places in varying levels of detail and include places at various stages of development.,7,motivation,20
3,We develop an understanding of the factors that produce a diverse variety of human environments; the dynamic nature of these environments that change over time and place; the need for sustainable management; and the areas of current and future challenge and opportunity for these environments.,14,content,49
3,"▪ Urban Issues and Challenges Urbanisation, Squatter Settlements, Urban Areas in the UK, Regeneration and Urban Sustainability ▪ The Changing Economic World The Development Gap, Economic Development, Transnational Corporations, Economic Futures in the UK ▪",5,content,41
3,"The challenges of resource management Food, Water, Energy28Shared:Y9 GCSE OPT – 21-23 Unit 3: Geographical Applications",4,content,21
3,"The Geographical Applications unit is designed to be synoptic, in that students will be required to draw together knowledge, understanding and skills from the full course of study.",7,motivation,31
3,It is an opportunity to show breadth of understanding and an evaluative appreciation of the inter relationships between different aspects of geographical study.,7,motivation,24
3,▪ Issue evaluation Contemporary geographical issue - A resource booklet is released 12 weeks prior to the exam.,7,motivation,19
3,"Students will develop a critical perspective on the issue(s) studied; consider the points of view of the stakeholders involved, make an appraisal of the advantages and disadvantages, and evaluate the alternatives.",10,content,38
3,"We undertake two compulsory geographical enquiries, in contrasting environments.",7,motivation,11
3,"Students will follow an enquiry process: formulate a hypothesis, collect primary and secondary data, data presentation, data analysis, conclusion and evaluation.",17,motivation,27
3,Students will undertake a two - day residential fieldtrip during the July of Year 10 to Edale.,18,logistics,18
3,Here we will complete two pieces of fieldwork; one on the changing characteristics of a river and one on the impact of quarrying on a National Park.,0,content,29
3,This work will be assessed in unit three.,16,logistics,9
3,A wide variety of skills will be developed throughout the course.,21,transferable,12
3,"These are Cartographic, Graphical, Numerical and Statistical skills",7,motivation,10
4,Why study Geography?,7,motivation,4
4,"Geography is one of the most exciting, adventurous and valuable subjects to study at GCSE level.",3,logistics,18
4,"So important, in fact, that the Guardian newspaper in 2015 named Geography as a ‘must- have GCSE and A Level’ to help you make sense of the world.",3,logistics,34
4,Geography focuses on the world today.,7,motivation,7
4,"It involves the study of places, people and the relationships between the human and natural environments.",11,transferable,18
4,The subject highlights issues that are happening in the world right now.,12,motivation,13
4,"Geography is widely viewed as one of the most useful optional GCSE subjects, as it provides skills which colleges, universities and employers look for in applicants.",3,logistics,29
4,What skills will I develop and what will I study?,19,transferable,11
4,You will learn how to investigate issues in the real world.,19,transferable,12
4,You will improve your literacy through your report writing and you will also learn how to put forward your own point of view and convince others that you are right.,19,transferable,31
4,You will make practical use of your numeracy skills when you interpret data and construct graphs.,19,transferable,17
4,Your memory skills will also be boosted as you learn key memory techniques to help you remember case study information (facts and figures about places).,19,transferable,28
4,"The Geography syllabus covers a range of exciting and relevant Physical Geography topics including: Natural Hazards,",7,motivation,18
4,The Living World and UK River and Coastal Landscapes.,0,content,10
4,"With a further study into Human Geography, including: Urban Issues and Challenges, the Changing Economic World and the Challenge of Managing Natural Resources.",5,content,27
4,Fieldwork is a vital part of the GCSE,2,logistics,8
4,How will I be assessed?,2,logistics,6
4,There are three examinations at the end of Year 11:,16,logistics,11
4,What are the post-16 opportunities?,18,logistics,7
4,Such a wide variety of skills gained in Geography will be useful to you after you leave school.,7,motivation,19
4,"These skills are highly sought after by sixth form colleges, universities and employers.",21,transferable,15
4,"Pupils who have studied Geography have gone on to work in the following sectors: Environmental Engineering, Law, Science, Meteorology, Business, Information Technology, Management, Finance, Banking, Marketing, Research, Manufacturing, Teaching, Childcare, Arts, Design and Media, Town Planning, working abroad and many more.",7,motivation,60
5,What you will cover:,12,motivation,5
5,"Geography helps you to be more aware of everyday situations and issues faced by the people who live around you, in other parts of the UK, and across the world.",7,motivation,34
5,"Geography is a highly topical subject, ever changing as world events unfold.",7,motivation,14
5,"The course will focus on students understanding of the environment at both local and global scales, and developing a wide range of skills such as presenting arguments or map skills.",7,motivation,32
5,"Students will also undertake two pieces of fieldwork, which will be examined at the end of the course.",18,logistics,20
5,"There are three exams in the current geography specification, one each for physical and human topics and one for fieldwork and enquiry techniques.",7,motivation,25
5,Students will study a mixture of physical and human topics in each of the three years as well as completing one piece of fieldwork out of school in Years 9 and 10.,18,logistics,33
5,Time will be spent in Year11 preparing for the fieldwork exam and recapping the work done out in the field during Years 9 and 10.,18,logistics,27
5,Why choose this subject:,12,motivation,5
5,This course is for students who have an interest in the world around them and why events occur as they do.,10,content,22
5,"Students need to use a wide range of skills in geography including teamwork, problem solving and fieldwork techniques.",7,motivation,20
5,The course uses a wide variety of different learning styles as well as a practical element whilst conducting fieldwork.,21,transferable,20
5,This subject is worth one GCSE grade.,12,motivation,8
5,Students achieving grade 5 or above will be able to access A-level Geography or Geology and have the potential to study Geography or other Environmental Sciences at Degree level.,7,motivation,32
5,"The geography specification content complements topics such as ecosystems from Biology, as well as gaining skills also used in Maths.",7,motivation,22
5,"The ‘human’ side of the course links well with many careers that have come to the fore recently, including those in resource management and energy generation.",17,motivation,30
5,"Geography has one of the highest rates of graduate employability, as well as being highly valued by employers worldwide.",7,motivation,21
5,"Geography develops a whole range of employability skills including numeracy, teamwork through regular field trips, analytical skills and an awareness of ICT programmes that can be taken into the world of work.",7,motivation,35
5,You will learn to work independently and develop resilience through working on problems.,19,transferable,14
5,"By the end of the course, you will have a broader view of the world and be sensitive to other cultures.",11,transferable,23
5,These skills will all help you to stand out in the broadening labour market.,19,transferable,15
6,This course has a focus on both physical and human geography which incorporates a variety of skills that can enhance a variety of career paths.,7,motivation,26
6,"The aim is to develop values and attitudes towards the world while investigating relevant case studies from a local, national and global scale.",11,transferable,25
6,"The key concept throughout the course focuses on sustainability in terms of social, economic and environmental impacts.",14,content,19
6,"GCSE specifications in geography should enable students to build on their key stage 3 knowledge and skills to: • develop and extend their knowledge of locations, places, environments, and processes.",3,logistics,35
6,"• gain understanding of the interactions between people and environments, change in places and processes over space and time •",11,transferable,21
6,"develop and extend their competence in a range of skills including those used in fieldwork, in using maps and Geographical Information Systems (GIS) and in researching secondary evidence •",7,motivation,32
6,"apply geographical knowledge, understanding, skills and approaches appropriately and creatively to real world contexts, including fieldwork, and to contemporary situations and issues",7,motivation,26
7,What is GCSE Geography ? •,3,logistics,6
7,"Geography is all about understanding the human, physical and environmental features of the world around us and how the world we live in is changing.",7,motivation,27
7,It is a subject about both now and the future.,12,motivation,11
7,Why should I choose Geography ? •,7,motivation,7
7,You will become more socially and environmentally aware. •,14,content,10
7,"You will develop your communication, problem solving, numeracy, literacy, ICT and field work enquiry skills. •",19,transferable,21
7,You will be able to think more independently and work better in a team. •,19,transferable,16
7,"The skills you learn will be very useful in many jobs such as tourism, environmental management, law, medicine and the media. •",19,transferable,26
7,"You can apply the skills and knowledge from Geography to nearly all the other subjects you study, such as Mathematics, Science and Business Studies.",7,motivation,27
7,What will I do in Geography? •,7,motivation,8
7,"You will study Physical Geography topics including: volcanoes, earthquakes, extreme weather, coastal & river landscapes in the UK and ecosystems. •",0,content,26
7,"You will study Human Geography topics including population, urban development, global development gap and the challenge of managing resources like energy. •",13,content,25
7,Carry out Geographical enquiries using field work skills to gather data that will test hypotheses and support judgments. •,7,motivation,20
7,"Produce written and oral work and a range of graphs, maps and diagrams.",7,motivation,15
7,What Fieldwork will I be able to do in Geography? •,7,motivation,12
7,"You will carry out TWO geographical enquiries during the GCSE, collecting data through fieldwork.",3,logistics,16
7,Your field skills and ability to analyse data will be assessed in the Unit 3 exam.,16,logistics,17
7,"Numbers depending, a residential trip abroad (most likely Iceland)",7,motivation,12
7,How will I be assessed in Geography?,7,motivation,8
7,100% Examination.,15,logistics,4
7,THREE exam papers. •,16,logistics,5
7,Paper 1: Living with the Physical environment.,6,content,9
7,1 hour 30 minute exam. 35% of GCSE. •,15,logistics,11
7,Paper 2: Challenges in the Human environment.1 hour 30 minute exam. 35% of GCSE. •,15,logistics,18
7,Paper 3: Geographical fieldwork - based upon field work carried out during GCSE course.,7,motivation,16
7,1 hour exam.,15,logistics,4
7,30% of GCSE.,15,logistics,5
7,What are the important deadlines in this course?,20,logistics,9
7,May / June of Year 11.,18,logistics,7
7,Subject Leader: Mrs N Harmer,9,motivation,6
7,Exam Board: AQA QAN:60184103,16,logistics,6
8,"CAREER PATHWAYS: Meteorologist,GIS Technician,Diplomat,Journalist/Foreign Affairs,Environmental Consultant, Local Government, Planning Officer, Woodland Trust, Geologist, Tourism Planner, Oil and Petroleum Technician, International Management.",7,motivation,39
8,GET IN TOUCH: dwortley@chiltern-academy.co.uk INSPIRE MINDS,9,motivation,7
8,"BY: Exposing the pupils to a range of interesting locations, cultures and processes from across the world.",10,content,20
8,"By focusing on global issues narrowing down to UK specific issues, the course offers a range of learning opportunities available at all levels,allowing pupils to connect with a wide range of interesting topics such as globalisation, urbanisation and tectonic plate movement.",10,content,46
8,"There are a wide range of case studies from different parts of the world, allowing pupils to link their own lives to the global community.",10,content,27
8,"The course offers an interesting range of fieldwork opportunities from major cities like London to dynamic British coastlines, allowing pupils to explore the real world and discover their place within it.",10,content,33
8,BUILD FUTURES BY: Many of the future global problems will be solved by geographers and our course will provide our pupils with the capacity to be one of those leading problem solvers.,7,motivation,34
8,"A key part of this qualification is the decision making exercise, which challenges pupils to make an effective decision about a contextual real world issue.",10,content,27
8,"The course inspires critical thinking and evaluation skills, which are key skills for future life, both at home and in the work place.",21,transferable,26
8,"By providing the depth and breadth of knowledge in this course, pupils will be equipped to discuss and engage with a variety of topics, allowing them to become active global citizens.",10,content,34
8,FULL COURSE SPECIFICATION AND DETAILS CAN BE FOUND HERE:,20,logistics,10
9,nformation about the course Exam board: OCR Geography B (Geography for Enquiring Minds),7,motivation,16
9,(9-1) - J384.,12,motivation,7
9,"This specification includes inspiring content throughout eight topics areas, encapsulating both the geography of the UK and the rest of the world, brought to life by engaging enquiry questions.",7,motivation,32
9,The students will study the following units:,16,logistics,8
9,Our Natural World (01) •,11,transferable,7
9,Fieldwork and Geographical Skills People and Society (02) • Urban Futures •,7,motivation,14
9,Dynamic Development • UK in the 21st Century •,8,content,9
9,Fieldwork and Geographical Skills Geographical Exploration (03) •,7,motivation,10
9,Synoptic Assessment of topics linked to components 01 and 02. • Geographical Skills •,7,motivation,15
9,Decision-making Exercise Assessment Component Topic Marks Duration Weighting 1 Our Natural World 70 1 Hour 15 Minutes 35% 2 People and Society 70 1 Hour 15 Minutes 35% 3 Geographical Exploration 60 1 Hour 30 Minutes 30%,15,logistics,42
10,Brief outline of the course:,20,logistics,6
10,Our planet is changing and so is GCSE Geography.,3,logistics,10
10,The world in which we live is likely to change more in the next 50 years than it has ever done before.,8,content,23
10,This new Geography GCSE course helps pupils to understand the big issues and prepares them for changes that will affect every aspect of our lives including: •,3,logistics,28
10,"Environmental issues and their impact on our lives, (increased flooding due to global warming, resource depletion) •",13,content,21
10,(The changing role of different countries and our reliance upon other nations) •,8,content,15
10,Changing trade and industry,8,content,4
10,"(How technology is playing a part in the way we work, grow food and make money) •",8,content,20
10,(The changing face of cities and growth of Megacities),5,content,11
10,There are a range of topics covered in this specification: •,18,logistics,12
10,"Coasts, Rivers •",0,content,4
10,The natural World – Rainforests - Deserts •,13,content,8
10,Urban Challenges - Urban Growth •,5,content,6
10,Food and energy •,4,content,4
10,The Changing Economic World and UK Economic Futures •,8,content,9
10,Hazards and People –,1,content,4
10,"Earthquakes, volcanoes and tropical storms Teaching and Learning styles involved:",7,motivation,12
10,"By studying Geography, pupils develop important and sometimes complex skills important for their future education and the world of employment including: •",7,motivation,24
10,Investigative skills using primary and secondary sources. •,19,transferable,9
10,Handling a wide variety of data confidently and clear communication of your findings. •,19,transferable,15
10,"Making decisions based on environmental, economic and social evidence and taking into account the opinions of different stakeholders. •",14,content,21
10,"Interpretation of maps, diagrams, graphs, satellite images and photographs.",7,motivation,13
10,"Assessment methods: 100% examination at the end of year 11, testing geographical knowledge and understanding, but also with skill assessment, exploring fieldwork and data interpretation.",16,logistics,31
10,Examination Level: Examination Board: AQA GCSE Grades 9-1 Details of exam components: Terminal Exams –,16,logistics,20
10,"June Year 11, based on the two years’ work.",18,logistics,12
10,Three papers which will between them assess the following: •,16,logistics,11
10,"Knowledge and understanding of Physical Geography (rivers, coasts rainforests, deserts and hazards) •",7,motivation,17
10,"Knowledge and understanding of Human Geography (urban populations, economic development and globalisation) •",7,motivation,16
10,"Geographical Skills (decision making, fieldwork methodology and resource interpretation)",7,motivation,12
10,How is ICT used:,7,motivation,5
10,Used by teachers and pupils regularly with new developments in GIS being explored.,7,motivation,14
10,Any special requirements:,21,transferable,4
10,For Exam paper 3 pupils must have completed one human and one physical fieldwork.,16,logistics,15
10,"These are compulsory fieldwork activities, for which there may be a small cost for transport.",18,logistics,17
10,What the pupils say: “Geography teaches you about the world that we live in.,7,motivation,17
10,It makes you consider how the world has changed and might be changed in the future.”,11,transferable,18
10,“It is a gateway to many job opportunities.”,17,motivation,11
10,"“I have learnt many skills that will help me including analysing information, making decisions and processing facts.",19,transferable,21
11,Qualification Type GCSE Examination Board AQA,16,logistics,6
11,"This exciting and highly varied course is based upon the challenges and opportunities that the world offers, explored through a range of topics.",10,content,25
11,"A blend of human and physical geography helps us to explore the world in which we live, and the connections people and places have.",7,motivation,26
11,What is the course like and what will be studied Students will build upon the knowledge and skills developed in Key Stage 3.,20,logistics,24
11,"The course looks at how physical and human environments are linked and how people are affected by geography and continued global change, both in this country, and in other parts of the world.",7,motivation,36
11,Unit 1 – Living with the physical environment,6,content,8
11,"The physical units develop knowledge of how the physical environment is under constant change, as well as how the environment affects people and how people affect the environment.",14,content,30
11,"Topics include; tectonic hazards, weather hazards, ecosystems, hot deserts, tropical rainforests, the changing nature of rivers and coasts and the human interactions with all of the above.",1,content,34
11,Unit 2 – Challenges in the human environment,6,content,8
11,The human units develop knowledge of the constantly changing man made world as well as what affects these environments developing and consider the factors that make diverse and dynamic environments change over time.,14,content,34
11,As well as the importance of ensuring that building of environments is done in a sustainable way.,14,content,18
11,"Topics include; urban issues and challenges, the changing economic world and energy resources and issues.",5,content,18
11,Unit 3 - Geographical Applications,7,motivation,5
11,This unit aims to develop geographers as a whole.,7,motivation,10
11,Fieldwork skills covering both human and physical geography are studied.,7,motivation,11
11,"This includes map skills, describing, analysing and explaining fieldwork data, data recording and statistical analysis.",7,motivation,19
11,Students are required to complete two compulsory local fieldwork days in preparation for this unit.,18,logistics,16
11,The second part of this unit is application of knowledge based on understanding gathered throughout the course which is demonstrated through an issue-based evaluation of a set of resources released 12 weeks before the exam.,16,logistics,38
11,How will the course be assessed Unit 1: Living with the physical environment (35%) 1 hour and 30 minute exam Unit 2: Challenges in the human environment (35%) 1 hour and 30 minute exam Unit 3: Geographical applications (30%) 1 hour and 15 minute exam Future Options Geography is a very diverse and valued subject both in the world of work and education.,15,logistics,76
11,Students can progress to A level geography preparing them with the skills they will need for further education such as university.,7,motivation,22
11,"Potential future careers are vast and may include cartographer, climatologist, environmental management, travel industry, teaching, surveying.",7,motivation,22
12,Geography at Biddenham allows students to explore and understand human and physical interactions with the wider world.,7,motivation,18
12,This is taught via written and creative learning styles where students can spend time off timetable completing cross curricular projects linking their lives to the current world.,10,content,28
12,Geography is taught at Key Stage 3 over a two year course.,7,motivation,13
12,"Students can then elect to study the subject at GCSE and is taught over three years, with three exams at the end.",2,logistics,24
12,"Students can also choose to study A Level Geography, and this is taught over a two year course with two exams and one piece of written non exam assessment (coursework).",7,motivation,34
12,For further information please use the key stage links on the home page.,18,logistics,14
13,Geography is a popular choice at GCSE.,3,logistics,8
13,There is a strong focus on changes caused by natural forces and human processes and the ways in which they interact with each other.,14,content,25
13,The course will follow the new AQA Specification which uses 3 examinations to assess the students understanding of the course.,16,logistics,21
13,"The exams will focus on Physical Geography, Human Geography and Geographical Skills respectively.",7,motivation,15
14,"Learning about today’s world; looking after tomorrow’s The Geography Department thoroughly believes that Geography is an essential subject to allow students to understand, respect and sustainably utilise the world around them.",7,motivation,36
14,"Our ethos is based around 5 key aims: Environment - to develop an understanding of the physical and human interactions on the Earth’s surface, leading to a sense of responsibility.",14,content,34
14,Excitement - to instil a sense of wonder at the awesome beauty of the natural world and the power of natural processes.,14,content,23
14,"Empathy - to experience/investigate different cultures and lifestyles leading to tolerance, broad horizons and a well developed sense of place.",11,transferable,24
14,Enquiry - to develop the skills and motivation of a Geographer through experience of fieldwork and geographical research.,7,motivation,19
14,"Excellence - to strive to achieve high standards in the presentation of geographical information and a broad knowledge of Physical, Human and Environmental Geography.",7,motivation,26
15,The course aims to equip students with the knowledge and skills to become independent learners.,21,transferable,16
15,"Students will be able to appreciate the differences and similarities between people, places and cultures leading to an improved understanding of societies and economies.",10,content,26
15,Students will also understand how physical processes and factors produce diverse and dynamic landscapes that change over time.,10,content,19
15,We will also look at the interaction between people and the environment to develop an understanding of the need for sustainable management.,14,content,23
15,Coastal Landscapes and Processes •,0,content,5
15,Fieldwork Skills Year 10 •,18,logistics,5
15,"Ecosystems, Biodiversity and Management •",13,content,6
15,Global Development • UK Challenges Year 11 •,8,content,8
15,Weather Hazards and Climate Change •,1,content,6
16,"Geography is a living, breathing subject, constantly adapting itself to change.",7,motivation,14
16,It is dynamic and relevant.,12,motivation,6
16,For me geography is a great adventure with a purpose’ Michael Palin –,7,motivation,14
16,President of the Royal Geographical Society Geography is taught in mixed ability groups across Key Stages 3 and 4.,7,motivation,20
16,"All students are encouraged to develop their subject knowledge, to write well, to improve their ability to debate and analyse, and to think creatively when demonstrating their understanding of patterns and processes",17,motivation,35
17,"Students will learn about the world they live in on a local, national and international scale.",10,content,18
17,They will learn how the physical and human world interact and come into conflict.,11,transferable,15
17,We will empower students to formulate and voice opinions whilst empathising with alternative views.,10,content,15
17,The future of our planet may depend on our education of sustainable futures.,14,content,14
17,Students will undertake two fieldwork experiences in a local river and a visit to a local town,10,content,17
18,GCSE GEOGRAPHY Awarding Body: AQA,3,logistics,6
18,Why study Geography?,7,motivation,4
18,The GCSE Geography course is optional.,3,logistics,7
18,Geography is an exciting course which allows students to study both physical and human themes and investigate the links between them.,7,motivation,22
18,"The specification is relevant and topical, focusing on current events and global priorities.",12,motivation,15
18,"The Geography GCSE focuses on the changing world and students are encouraged to understand their role in society by considering different viewpoints, values and attitudes.",3,logistics,27
18,Geography is one of the best subjects to develop your enquiry skills.,7,motivation,13
18,"COURSE OUTLINE Geography at GCSE builds on the knowledge, skills and understanding developed in the Lower School.",3,logistics,19
18,There is no tiered entry; all students sit the same three exams giving them the opportunity to achieve any grade from 1-9.,16,logistics,26
18,"A wide variety of topics are studied, including climate change, poverty, natural features and processes and sustainable resource use.",13,content,23
18,There is also a fieldwork element included in the course and a strong focus on developing geographical and analytical skills.,7,motivation,21
18,"The course consists of three sections within Geography, assessed in three papers.",7,motivation,14
18,"Geographical skills including map, graph, data and diagram interpretation are assed in all three of the above sections.",7,motivation,21
18,Assessment Format AQA (1-9) Geography 8035 Students all follow a linear course which is assessed by three terminal examinations at the end of Year 11.,16,logistics,29
18,"Two of the papers are worth 35% each of the overall qualification, and one is worth 30%.",15,logistics,21
18,"In order to complete Paper 3: Geographical Applications, students will be required to undertake field work, investigating both human and physical environments.",7,motivation,26
18,Paper 3 also includes a pre-release section for which students receive the information 12 weeks prior to the exam.,16,logistics,20
18,"Geography is a subject which relies on a range of skills including observation, investigation, critical thinking, making connections, communication and discussion.",7,motivation,26
18,"Students will develop literacy skills to critically discuss source information, and also numeracy skills in order to create and interpret maps, graphs and data.",19,transferable,27
18,"To succeed in GCSE Geography, students will demonstrate the ability to formulate enquiries, interpret findings and evaluate their own work.",3,logistics,23
18,The course requires students to become independent learners who have the inclination to extend their own learning beyond the classroom.,21,transferable,21
18,Geography is concerned with real world and current issues and students will gain awareness of these.,7,motivation,17
18,"Above all, students will need to be curious about the earth, and be able to apply ideas to new and changing settings.",10,content,25
19,"Year 9, 10, 11 QUALIFICATION: GCSE Geography (8035)",3,logistics,13
19,AWARDING BODY: AQA,9,motivation,4
19,What will I learn?,17,motivation,5
19,You will study physical and human themes and investigate the link between them.,11,transferable,14
19,"Students will travel the world from their classroom, exploring case studies in the United Kingdom (UK), higher income countries (HICs), newly emerging economies (NEEs) and lower income countries (LICs).",10,content,41
19,"Topics of study include natural hazards, climate change, River landscapes, coastal management, global ecosystems, the economic world and urban studies.",1,content,26
19,"Students are also encouraged to understand their role in society, by considering different viewpoints, values and attitudes.",10,content,20
19,How will I learn?,17,motivation,5
19,All classes will be mixed ability and a wide range of differentiated resources will be used.,20,logistics,17
19,"Maps, text books, PowerPoints, IT, video and the gathering of primary data will be at the core of the teaching of this course.",7,motivation,28
19,"Students will be required to undertake fieldwork, investigations, group work, paired work and individual work to complete this course.",18,logistics,23
19,How will I be assessed?,2,logistics,6
19,There will be three written exam papers that will be completed at the end of the course:,16,logistics,18
19,Paper 1 Living with the physical environment 1h 30m [35% of marks] Paper 2 Challenges in the human environment.,6,content,25
19,1h 30m [35% of marks],15,logistics,10
19,Paper 3 Geographical applications and skills.,7,motivation,7
19,"1h 15m [30% of marks] Possible Careers/Future Pathways: Upon completion of this course, students will have the skills and experience to progress onto A-level and beyond.",20,logistics,38
19,Geography leads to a wide range of career pathways including environmental jobs and Earth Sciences.,7,motivation,16
19,"It helps with surveying, cartography, hydrology, tourism, aspects of civil engineering, meteorology, transport and aspects of government planning.",7,motivation,25
20,Paper 1 –Global geographical issues: Topic 1: Hazardous Earth: Hurricanes and tectonic hazards Topic 2: Development dynamics:,1,content,23
20,What is the scale of global inequality and how can it be reduced?,8,content,14
20,How is ONE of the world’s emerging countries managing to develop?,8,content,13
20,Topic 3: Challenges of an urbanising world:,5,content,9
20,What are the causes and challenges of rapid urban change?,5,content,11
20,Why does quality of life vary so much within ONE megacity in a developing country Paper 2 – UK geographical issues: Topic,0,content,23
20,4 - The UK’s evolving physical landscape –Coastal change and conflict and River processes and pressures.,0,content,19
20,5 - The UK’s evolving human landscape – including a Case Study - Dynamic UK cities.,0,content,18
20,Geographical investigations – including one physical fieldwork investigation and one human fieldwork investigation linked to Topics 4 and 5.,7,motivation,20
20,Paper 3 – People and environmental issues People and the biosphere:,6,content,12
20,Why is the biosphere so important to human wellbeing and how do humans use and modify it to obtain resources?,14,content,21
20,Forests under threat:,13,content,4
20,What are the threats to forest biomes and how can they be reduced?,13,content,14
20,Consuming energy resources:,4,content,4
20,How can the growing demands for energy be met without serious environmental consequences,14,content,13
21,Geography GCSE Exam Board:,3,logistics,5
21,AQA Subject Leader: Ms Barrie,9,motivation,6
21,What is Geography about?,7,motivation,5
21,There has never been a better or more important time to study geography.,7,motivation,14
21,"With growing interest in issues such as climate change, migration, economic change and social cohesion, geography is one of the most relevant courses you could choose to study and it enhances your cultural and social capital of the world.",7,motivation,43
21,"It is fun, exciting, challenging and very current as geography is all around us.",7,motivation,17
21,GCSE geography will provide you with knowledge and transferrable skills that will reward you personally and advance you professionally.,3,logistics,20
21,Geographers have transferrable skills wanted by all universities and it is also highly employable in a variety of careers.,7,motivation,20
21,“Geography is the subject which holds the key to our future” Where will the qualification take me?,7,motivation,20
21,"Studying geography will not only enhance skills needed for other subjects such as analytical, numerical and evaluative skills, it also helps you to develop your writing ability as well as using high levels of data.",7,motivation,38
21,"Through the study of geography at GCSE and then A-level you can access a wide range of Higher Education courses such as Environmental sciences, law and social sciences.",3,logistics,32
21,"Geography graduates are employed in many different occupations including: journalism, law, marketing, advertising, environmental awareness, education and the travel industry.",7,motivation,27
21,Geography is an exciting topic and plays a key role in thinking about the future.,7,motivation,16
21,We offer the AQA specification where candidates will take 3 exams at the end of Year 11. •,16,logistics,19
21,"Paper 1: The challenge of natural hazards, the living world, rivers and coasts •",1,content,17
21,"Paper 2: Urban issues and challenges, the changing economic world, resource security •",5,content,16
21,Paper 3: Issue evaluation and fieldwork,16,logistics,7
