description_id,sentence,cluster,cluster_type,n_tokens
4,The qualification gives pupils the opportunity to develop sector-specific knowledge and skills in a practical learning environment.,30,motivation,18
4,The main focus is on four areas of equal importance which cover the: •,8,content,15
4,"Development of key skills that prove your aptitude in Performing Arts, such as reproducing repertoire or responding to stimulus.",24,content,21
4,"Process that underpins effective ways of working in the Performing Arts, such as development of ideas, rehearsal and performance. •",24,content,23
4,"Attitudes that are considered most important in the Performing Arts, such as the development of ideas, rehearsal and performance. •",24,content,23
4,"Attitudes that are considered most important in the Performing Arts, including personal management and communication.",24,content,17
4,"This Award complements extracurricular activities and any external lessons in drama, dance, music and singing.",35,motivation,18
5,What you will cover:,8,content,5
5,"By studying GCSE Drama, students will learn more about the subject and its contribution to social and cultural commentary and will come to appreciate that drama, provides significant opportunities for expressing cultural and personal identity.",0,content,38
5,"Through the study of Drama, students will be given opportunities to participate in and interpret their own and others’ drama.",48,motivation,23
5,"They will investigate the forms, styles, and contexts of drama and will learn to work collaboratively to develop ideas, to express feelings, to experiment with technical elements and to reflect on their own and others’ performances.",47,content,42
5,Students are required to study theatre practitioners such as Brecht and Stanislavski and be able to put their techniques into a devised and scripted performance.,38,content,26
5,"They will also study a set text, which promotes student’s enjoyment of drama as performers, devisers, directors and designers.",48,motivation,24
5,Drama GCSE provides opportunities for students to attend professional and community dramatic performances and to develop their skills as informed and thoughtful audience members.,0,content,25
5,Why choose this subject:,8,content,5
5,The course is for students who have a love of theatre and the acting process.,39,content,16
5,Students will be expected to perform devised and scripted work and deconstruct set texts and performances within written course work.,20,transferrable,21
5,This subject is worth one GCSE grade.,8,content,8
5,A significant number of Scalby School students have gone on to study A Level Drama and theatre studies or BTEC level 3 in Acting Studies.,10,logistics,26
5,"From here, students have been accepted into Drama schools and carved out a career in the Performing Arts or teaching.",48,motivation,22
5,"Other popular routes have included retail, travel and tourism, marketing, theatre, film, media or any career, which involves meeting people face to face.",40,content,30
5,Many employers now actively seek those who have studied the arts.,7,motivation,12
5,"Steve Jobs, founder of Apple, was fond of saying his success was due to his hiring artists and musicians fascinated by technology rather than computer geeks.",31,transferrable,29
5,"Top talent management agency, The Curve Group, specialising in financial and business services, declares that employees with arts degrees have developed more quickly in their roles from the start and has found them to have discipline, confidence and the ability to accept criticism.",26,transferrable,48
6,BTEC CERTIFICATE IN PERFORMING ARTS Equivalent to one GCSE (120 hours over Year 10 and 11),10,logistics,18
6,UNIT 1: INDIVIDUAL SHOWCASE (30 hours),28,logistics,9
6,This is a core unit that is externally marked.,18,logistics,10
6,Each learner will prepare and rehearse a solo performance that will be recorded.,25,content,14
6,They will have two hours under exam conditions to compose a letter of application describing their performance.,12,logistics,18
6,"UNIT 2: PREPARATION, PRODUCTION AND PERFORMANCE (30 hours)",28,logistics,12
6,You will develop a performance piece as a member of a fictional performance company.,38,content,15
6,"You will take on a performing or production role and will prepare for, and produce, a performance.",25,content,20
6,You will also need to explore the performance piece you are working on.,14,logistics,14
6,"This unit focuses on the work of a company, not just the individual.",5,content,15
6,It will give you the chance to experience the highs and lows of working as a member of a performance company.,25,content,22
6,UNIT 3: ACTING SKILLS (60 hours),37,motivation,9
6,This unit is about starting you on your journey to becoming a professional actor.,37,motivation,15
6,You will be introduced to important acting skills.,37,motivation,9
6,"In particular, you will undertake a programme of regular exercises to help you master the techniques that will enable you to control and use your voice and body for a character or role.",37,motivation,35
6,You will need to use your imagination to create characters or roles.,38,content,13
6,Actors interact with other actors/characters and with the audience and therefore they must be excellent communicators.,47,content,19
6,This unit is about building your foundations as an actor; it is not just about performance.,40,content,18
6,WHY TAKE DRAMA?,43,motivation,4
6,"As well as leading you into areas of performance and Expressive Arts in college, University or Drama School, a Drama qualification will be of great benefit in any career involving team work, team management, presenting, or dealing with the public in any way",45,transferrable,48
7,What is GCSE Drama ? •,0,content,6
7,"A vibrant, lively and enjoyable GCSE.",0,content,8
7,"Mostly practical, but with written homework, a portfolio and written exam.",6,content,14
7,Why should I choose Drama? •,43,motivation,7
7,Because you love drama and have a passion for creating interesting and thought provoking pieces of theatre. •,43,motivation,19
7,You are interested in a career in technical theatre production. •,36,motivation,12
7,You want to improve your confidence and communication skills.,31,transferrable,10
7,These are important transferable skills in any sector.,30,motivation,9
7,What will I do in Drama? •,44,transferrable,8
7,"You will create a piece of theatre from a stimulus, taking complete ownership over it. •",42,content,18
7,"You will study scripts from different viewpoints, whether that be actor, director or designer. •",40,content,18
7,"You will take part in rehearsals, workshops and theatre trips. •",40,content,13
7,You will live and breathe theatre.,33,content,7
7,What Coursework will I have to do? •,21,transferrable,9
7,"A performance created by students in small groups, based on given stimuli.",25,content,14
7,You will create and then perform your piece in front of an audience.,38,content,14
7,A portfolio and evaluation will also be completed.,6,content,9
7,"You will be given a play script and after weeks of rehearsal ,perform it to a visiting examiner and audience. •",40,content,23
7,Theatre Makers in Practice,41,content,4
7,"You will read and practically explore a play from the perspectives of an actor, director and designers.",42,content,19
7,You will also see a piece of live theatre and review it.,33,content,13
7,"At certain times during the course, lunchtime and/or after school rehearsals are compulsory.",40,content,17
7,You must be able to attend after school rehearsals if you select Drama as an option.,48,motivation,17
7,How will I be assessed? •,1,logistics,7
7,"Devised Performance—you will be assessed on practical performance, written portfolio and evaluation. •",6,content,17
7,Performance from Text—you will be assessed on your practical performance.,14,logistics,13
7,Theatre Makers in Practice—you will be assessed on a two part written exam looking at a chosen play text and a piece of live theatre seen.,33,content,29
7,What are the important deadlines in this course? •,28,logistics,10
7,Internally assessed and externally moderated—October of Year 11. •,3,logistics,11
7,Performance from Text –,14,logistics,4
7,March to May of Year 11. •,28,logistics,8
7,Theatre Makers in Practice –,41,content,5
7,Externally assessed as a written exam - May of Year 11.,2,logistics,12
8,"CAREER PATHWAYS: Actor, Artistic Director, Screenwriter, Comedian, Producer, Set designer, Presenter, Arts Administrator, Playwright, Stage Crew, Film Director, Scenic Artist, Publicist, Radio/TV broadcasting, Event promoter, Marketing.",36,motivation,45
8,GET IN TOUCH: ccorr@chiltern-academy.co.uk INSPIRE MINDS BY: •,10,logistics,10
8,Exposing pupils to great practitioners and works from a diverse range of styles and genres. •,25,content,17
8,"Placing a focus on performance of a different range of plays and stages, giving pupils the opportunity to explore drama •",48,motivation,22
8,"Offering pupils the chance to be creative and imaginative through opportunities involving performance, presentation, directing and script writing. •",25,content,22
8,"Building a space for challenging and thoughtful discussions and debate, allowing pupils to explore different viewpoints and perspectives. •",23,transferrable,21
8,"Encouraging independent learning and creativity,allowing pupils to have freedom.",25,content,12
8,BUILD FUTURES BY: •,8,content,5
8,"Gaining a broad understanding of drama/acting as a vocation, with an insight into careers available in the Arts, theatre, broadcasting and more. •",35,motivation,29
8,"Developing skills prized by employers in all sectors such as independence, research and problem-solving skills. •",30,motivation,20
8,"Boosting your ability to communicate and work as part of a team, with frequent opportunities to work collaboratively in a creative setting. •",31,transferrable,25
8,"Using creative skills such a ‘script writing’ for learning and creating, equipping pupils with skills of literacy that are extremely valuable to employers and are relevant to many aspects of everyday life.",26,transferrable,37
8,FULL COURSE SPECIFICATION AND DETAILS CAN BE FOUND HERE: BTEC Performing Arts,10,logistics,13
9,What does GCSE Drama involve?,0,content,6
9,To study Drama you must have a keen interest in the subject.,45,transferrable,13
9,Drama involves group work but one of the biggest challenges you will face is the confidence to perform alone and the ability to work independently.,44,transferrable,26
9,You will need to be resilient and understand it takes hard work and commitment to improve.,31,transferrable,17
9,"Lastly creativity is one of the key skills you will need, so don’t be afraid to experiment and make mistakes, this is all part of the learning process.",24,content,32
9,"Drama is a practical course which allows you to learn and develop performance and devising skills, however 70% of the course is written so you will need to consider this when opting.",45,transferrable,35
9,"It is open to all students, although some experience of drama is necessary.",48,motivation,15
9,It is essential that students commit to extra-curricular sessions to rehearse and develop their skills.,23,transferrable,16
9,"You will often work in groups and develop skills such as, confidence and presentation skills which are transferable to other subjects and areas of life.",31,transferrable,27
9,What will I study?,4,content,5
9,The course is split into three components:,27,logistics,8
9,"Performance, Devising and Drama Appreciation.",47,content,7
9,Devising Drama = 30%,44,transferrable,5
9,"You will research and explore a stimulus, working collaboratively to create your own devised piece.",14,logistics,17
9,Alongside the practical element you also write a portfolio reflecting and evaluating on your process and finished piece.,6,content,19
9,This unit is broken down in the following way: 20% written portfolio and 10% practical performance.,6,content,20
9,Presenting and performing texts = 30%,11,logistics,7
9,You will develop and apply theatrical skills in acting by presenting a showcase of two extracts from a scripted piece of text.,42,content,23
9,"We are currently using the scripts ‘Things I know to be true’, ‘Girls like That’, ‘Teechers’ and ‘Curious Incident of the Dog in the Night-time’.",32,content,37
9,This unit is broken down in the following way: 20% practical performance to a visiting examiner and 10% written concept pro forma.,11,logistics,26
9,Drama Appreciation = 40% (90 minute written paper) The paper is in two sections- Section A: You will explore and analyse the performance text ‘Blood Brothers’ to demonstrate your knowledge and understanding of Drama.,34,content,42
9,This section of the paper is marked out of 50.,16,logistics,11
9,Section B: Is an essay response analysing and evaluating a piece of live theatre.,33,content,16
9,This section of the paper is marked out of 30,16,logistics,10
10,Brief outline of the course:,29,content,6
10,This includes two pieces of practical work: one of which is a performance of two extracts from a text and one which is a devised piece from a given stimulus.,14,logistics,32
10,"Students also have to study a separate set text, ‘Blood Brothers’ by Willy Russell, and will have to watch a live performance of a different play to evaluate for their written examination.",32,content,37
10,Subject Content: See above.,8,content,6
10,Teaching and Learning styles involved:,21,transferrable,6
10,Teacher led study of texts and written technique.,20,transferrable,9
10,"Practical work in groups, which is essentially student led.",23,transferrable,11
10,High levels of self-discipline and concentration will be required whilst an ability to work closely with others is essential.,31,transferrable,22
10,The devised practical work is internally assessed and externally moderated.,19,logistics,11
10,"Pupils must produce an accompanying devising log which is either written, recorded, or both.",13,content,17
10,The devised work overall is out of 80 marks.,16,logistics,10
10,"The performance of two extracts from one text will be marked by a visiting examiner, and is out of 40 marks.",11,logistics,23
10,The written exam paper is marked externally and is out of 80 marks.,16,logistics,14
10,Examination Level: Examination Board: AQA GCSE Grades 9-1 Details of exam components:,17,logistics,17
10,40% Devised Practical Performance including the devising log.,16,logistics,10
10,20% Text Performance 40% Written Exam – 1 ¾ hour paper Details of coursework components:,11,logistics,18
10,"Coursework involves learning lines, preparation for performances and the devised work, and the study of a set text.",21,transferrable,21
10,"However, there will be ongoing written practice coursework in preparation for the written exam.",16,logistics,16
10,"How is ICT used: Students use the internet to research plays, films and literature in order to prepare both their coursework and practical work.",20,transferrable,27
10,Any special requirements:,30,motivation,4
10,Students need to understand that they will have to perform on stage in front of live audiences and be able to work successfully within a team.,38,content,27
10,Excellent attendance is therefore essential.,26,transferrable,6
10,Theatre trips take place throughout the course to see professional work and exam-based plays.,40,content,17
10,"In addition, there may be an opportunity to attend workshops.",13,content,12
10,There will be costs involved with these.,8,content,8
10,What the pupils say: “Year 10 and 11 Drama is very different to KS3.,47,content,17
10,You need the drive to entertain.”,33,content,8
10,“It is fun because you work with your friends doing something different from other lessons.’,23,transferrable,18
10,"‘You are able to be more independent, and work with a like-minded group who also want to do well.",31,transferrable,24
10,You get to learn from a script and perform to a live audience.,38,content,14
11,"Qualification Type GCSE Examination Board AQA Students learn to collaborate with others, think analytically and evaluate effectively.",17,logistics,19
11,"They gain the confidence to pursue their own ideas, reflect and refine their efforts.",31,transferrable,16
11,"Whatever the future holds, students of GCSE Drama emerge with a toolkit of transferable skills, applicable both in further studies and in the workplace.",0,content,27
11,"What is the course like and what will be studied Students will explore Drama and theatre as a practical art form in which ideas and meaning are communicated to an audience through choices of form, style and convention.",39,content,40
11,"Students will create, perform and respond to Drama informed by their theoretical knowledge of drama and theatre.",48,motivation,19
11,The subject content for GCSE Drama is divided into three components:,0,content,12
11,Understanding Drama Devising Drama Texts in practice,34,content,7
11,How will the course be assessed Component 1: Understanding drama,34,content,11
11,The written paper constitutes 40% of the GCSE.,16,logistics,10
11,Devising drama Individual Devising Log and performance 40% of the GCSE.,0,content,13
11,The Devising log is marked out of 60 and the individual performance is marked out of 20.,16,logistics,18
11,Component 3: Texts in practice,15,logistics,6
11,"This component is a practical component in which students are assessed on their ability to apply theatrical skills to realise artistic intentions in live performance, and constitutes 20% of the GCSE.",38,content,34
11,"If you wish to continue studying Drama at a higher level, then studying GCSE Drama will prepare you for higher education such as A Level Drama.",0,content,28
11,"If you wish to pursue Drama as a career option then there are a number of routes that you can take such as acting, directing, teaching, stage management, costume design, set construction, lighting and sound technical work to name a few. ""}",35,motivation,50
11,"{""https://www.clrchs.co.uk/"",""BTEC",10,logistics,4
11,"Arts is about learning how the dramatic process works, how to use dramatic technique to explore themes and issues and a playwright’s intention.",39,content,26
11,It is also about how to create a character and perform using a variety of styles and genres.,37,motivation,19
11,Students will explore a various script and devising techniques throughout the course.,20,transferrable,13
11,Students will be assessed on 3 units:,19,logistics,8
11,Unit 1: Exploring the Performing Arts ( internally assessed),22,content,11
11,Unit 2: Developing Skills and Techniques for Performance (internally assessed),8,content,13
11,"Unit 3: Performing to a Brief ( external assessment) Students will get the opportunity to attend theatre performances and workshops to further develop their skills.""}, {""http://www.brimsham.com/"",""At Brimsham Green School, Drama is a highly valued and popular subject across the key stages.",39,content,53
11,"All students study this subject during Key Stage 3, where alongside learning technical skills and the basics of acting and theatre, we also see students develop in confidence, leadership skills and team work.",38,content,37
11,"We give all students the opportunity to create drama, rehearse, watch and perform drama within a supportive and motivating environment.",48,motivation,23
11,Students who continue to study the subject into GCSE and A Level find the course stimulating and enjoyable and relish the opportunity for independent learning.,0,content,26
11,"They grow in their ability and desire to perform as the course progresses and our outcomes are very successful both in terms of grades and in what students have gained personally from the experience of studying Drama.""}, {""https://www.sandysecondaryschool.com/"",""Not only does Drama develop performance skills, a love of theatre and acting, harness confidence and the ability to lead and work in a team, it also develops presentation skills that are important in selling yourself as a young professional within both the initial interview processes as well as at further stages in your career.",48,motivation,104
11,"The cross- curricular links in regard to textual analysis enable and empower students to succeed in other areas of their school career, from both an understanding of politics and political and social structure, to their understanding of English literature.",6,content,43
11,Course Units and Content: Component 1– Devising: •,27,logistics,11
11,Create and develop a devised piece from a stimulus for performance.,14,logistics,12
11,You can choose to be a performer or designer throughout this unit.,37,motivation,13
11,You will complete a portfolio covering the creating and developing process and analysis and evaluation.,6,content,16
11,The portfolio can be either.... • handwritten/typed evidence between 1500–2000 words •,6,content,15
11,recorded/verbal evidence between 8–10 minutes •,12,logistics,8
11,a combination of handwritten/typed evidence.,12,logistics,8
11,Component 2– Performance from a Text: •,15,logistics,9
11,You will either perform in and/or design for two key extracts from a performance piece.,15,logistics,18
11,The choice of piece is up to you!,32,content,9
11,Component 3– Theatre Makers in Practice: •,41,content,9
11,Written examination on your practical exploration and study of one performance text (An Inspector Calls) and a live theatre evaluation (this year students had the opportunity to see ‘The Curious Incident of the Dog in the Night-Time in London’s West End).,33,content,50
11,Assessment: Component 1: 40% of the qualification 60 marks Component 2: 20% of the qualification 48 marks Component 3: 40% of the qualification 60 marks,17,logistics,32
12,"Two Specialist spaces for Drama and Theatre Studies, with purpose built raked seating, fully equipped with lighting rigs and sound systems.",42,content,24
12,"Break off areas for teaching and learning in theatrical design elements of courses (i.e makeup design, lighting, props and sound).",39,content,25
12,"A Dedicated Dance Studio with a sprung wooden floor , mirrors, visual/ audio equipment and resource cupboard Fully resourced Music department, with independent practice rooms and a wide range of instrumental classes available.",22,content,37
12,We go on theatre trips with every exam course to provide applied learning experiences.,40,content,15
12,"We have a rich and dynamic extra-curricular programme for all students (i.e. Musical, Drama Club, school productions, Touring Theatre Company and showcases).",39,content,28
12,We have something for everyone.,26,transferrable,6
12,"Drama encourages students to develop critical thinking skills, and become effective and independent learners.",48,motivation,16
12,"There is a strong focus on working imaginatively, collaborating creatively and communicating effectively.",31,transferrable,15
12,"Students study all aspects of Drama and Theatre studies including devising, directing, and performing through practical and written work.",48,motivation,22
12,"The departments offers extra curricular opportunities including a weekly drama club leading to involvement in the annual drama showcase (where students can also perform their GCSE and A-Level work), the school musical and theatre trips.",39,content,41
12,The department has educational links to the college and university to provide workshops.,13,content,14
12,GCSE – 100% pass rate for many years.,16,logistics,10
12,GCSE Drama provides a solid foundation for further Drama studies and vocational opportunities.,0,content,14
12,Students who have study Drama at GCSE have the opportunity to continue to study Drama and Theatre studies as an A level in 6th form.,0,content,26
12,"A-Level – 100% pass rate for many years.Students have continued to study Drama and Theatre studies at university and gain scholarships for acting schools (Bristol, Leicester and ALRA).""}, {""http://www.budehaven.cornwall.sch.uk/"",""We believe that Drama is a vital and defining cultural art form.",35,motivation,56
12,"Throughout time, human beings have enacted events in order to help us make sense of the complex world we live in.",31,transferrable,23
12,We structure lessons that strike a balance between exploring process drama (learning by imagined experience) and product or skills based drama – the craft of theatre making.,47,content,30
12,We develop schemes of work that provoke engagement and enthusiasm through our choice of theme and topic and apply early in our teaching the principles and assessment criteria that the exam boards recognise.,22,content,34
12,"Our lessons typically start with a starter or warm up, an introduction to the stimulus, a focusing convention or strategy that frames the whole group or small group work and an opportunity to create, perform and evaluate in a welcoming, safe and supportive studio environment.""}, {""https://www.aldercarhigh.co.uk/curriculum/"",""Do you have a passion for performance?",25,content,65
12,"Are you a budding actor, dancer or musician?",37,motivation,10
12,"Do you want to discover more about the fantastic roles behind the scenes – from costume design and make-up, to set design and lighting?",37,motivation,28
12,"You can choose the music, drama, dance or backstage projects as you com- plete this course.",39,content,20
12,"You will develop a range of skills which are attractive to employers, colleges and universities includ- ing: Communication, Confidence, Learning independently, Organisation, Problem solving, Research, Self-discipline, Stamina, Taking on responsibility and Time management..",30,motivation,47
12,"Music, Drama or combined pathways available.""}, {""http://www.beauchamps.essex.sch.uk"",""",35,motivation,17
12,The students study play texts such as Willy Russell’s Blood Brothers.,32,content,13
12,Drama skills and knowledge are expanded with an emphasis on creating atmosphere; this can be seen through our performance for purpose focus at the end of the year which incorporated script and film.,47,content,35
12,Drama techniques are also developed through all topics and improvisation and movement sessions encourage students to use imagination when attempting to create dramatic meaning.,47,content,25
12,We believe it is important to offer students a wide range of stimuli to work with and to engage them through variety and style.,25,content,25
12,"Year 9 During this year students continue to develop communication skills through group discussions and practical development, but they also begin to investigate more challenging texts and themes through the process of Drama.",48,motivation,35
12,Students look at the play text DNA by Dennis Kelly and explore the issues and challenges that can arise within peer groups.,32,content,23
12,Students explore the text using a variety of drama techniques and then students confront and explore social issues and themes such as peer pressure and belonging.,48,motivation,27
12,"Throughout years 7,8 and 9 in addition to practical tasks there is an opportunity for students to gain experience with technical aspects of theatre and direction to ensure all aspects available where needed.",38,content,35
12,GCSE The GCSE Drama course (Eduqas) is an active and diverse course which allows the students to expand their knowledge and understanding of theatre through a range of texts.,0,content,32
12,"The course introduces the students to different theatre styles and theatre practitioners, via a range of workshops.",39,content,19
12,"These workshops are the basis for Component 1 where they must devise their own piece of work for performance, create a portfolio detailing this process and then complete a written report evaluating the final performance.",5,content,37
12,"In Component 2 students study a text such as Blood Brother (Willy Russell), The Woman Who Cooked Her Husband (Debbie Issitt), Top Girls (Caryl Churchill) and then perform extracts from this to an external examiner.",32,content,44
12,The final section is Component 3 which is a written examination based on a set text (DNA – Dennis Kelly) and live theatre review.,9,logistics,27
12,Throughout the course students are given the opportunity to attend theatre trips to provide a resource for their live theatre evaluation and are presented with workshops by external companies to aid their development in specific performance styles.,40,content,38
12,"Key life skills learnt throughout the course will arm students with a variety of skills that employers are currently desperate for including professionalism, resilience and independence.",30,motivation,28
12,We aim to develop inclusion for all and offer non-practical elements such as costume design for students who want to gain a wider understanding of the performing arts industry.,25,content,30
12,"""}, {""https://www.haydonbridgehigh.co.uk/"",""Years 10, 11 Dance and Drama QUALIFICATION: BTEC AWARD IN PERFORMING (DANCE 23095)",10,logistics,25
12,AWARDING BODY: PEARSON EDEXCEL,18,logistics,5
12,What will I learn?,4,content,5
12,You will develop key skills that show your aptitude in performing arts such as reproducing repertoire or responding to stimuli.,24,content,21
12,"You will learn the process that underpins effective ways of working in the performing arts, such as development of ideas, rehearsal and performance.",24,content,26
12,"You will learn about the attitudes that are considered most important in the Performing Arts, including personal management and communication.",24,content,22
12,How will I learn?,4,content,5
12,You will work creatively in a group to shape and perform in a piece of live theatre and keep a record of your contributions to the devising process.,38,content,29
12,This record will be part of your portfolio which will also include annotated sketches/photographs.,6,content,17
12,You will learn about physical and interpretive skills by taking part in dance workshops and by watching professional dancers in live theatre performances.,24,content,24
12,You will practically explore and research a range of dance pieces.,24,content,12
12,"You will take part in theatre visits, discuss what you have seen and learn how to write a performance review.",33,content,22
12,How will I be assessed?,1,logistics,6
12,"Component 1: Exploring the performing arts (dance) Internal assessment [30%] Component 2: Developing skills and techniques Internal assessment [30%] Component 3: Responding to a brief Externally assessed [40%] Possible Careers/Future Pathways: BTEC in performing arts could lead on to further study in performing arts, theatre studies, and Expressive Arts at A-level and above, or other related subjects such as English, music, art and design.",22,content,89
12,"Career opportunities for students who study performing arts at a higher level include: the media, theatre, television, radio, the film industry, arts administration, drama therapy, education.""}, {""https://www.habsknights.org.uk/"",""Component",7,motivation,44
12,1: Understanding Drama • Section A –,34,content,8
12,"Roles in the theatre, stage spaces, terminology •",42,content,10
12,Set text: Noughts and Crosses •,15,logistics,7
12,Evaluation of live performance Component 2: Devising Drama –,34,content,10
12,Devising an original performance from stimulus with a coursework portfolio and reflective evaluation –,6,content,14
